"Date","Pays","Infections","Deces","Guerisons","long","lat"
"3/21/2020","Czech Republic","995","0","6","15.3124007","49.7334107"
"3/21/2020","Cyprus","84","0","0","33.0060036","34.9166693"
"3/21/2020","Cape Verde","4","0","0","-23.9599097","15.9551882"
"3/21/2020","Costa Rica","117","2","2","-84.1920879","9.9763424"
"3/21/2020","Cuba","21","1","0","-79.0160691","21.6229002"
"3/21/2020","China","81014","3255","71749","103.8190738","36.561768"
"3/21/2020","Colombia","196","0","1","-73.0811494","3.9138316"
"3/21/2020","Cameroon","27","0","0","12.7396427","5.691103"
"3/21/2020","Chile","537","0","6","-71.3825588","-37.7306975"
"3/21/2020","Suiss","6575","75","15","#N/A","#N/A"
"3/21/2020","Ivory Coast","14","0","1","-5.569216","7.6284287"
"3/21/2020","Republic of the Congo","3","0","0","15.2196572","-0.8378817"
"3/21/2020","Central African Republic","3","0","0","20.4682636","6.56823"
"3/21/2020","Democratic Republic of the Congo","23","1","0","23.6439564","-2.8774601"
"3/21/2020","Canada","1278","19","10","-98.3077572","61.3620683"
"3/21/2020","Belarus","76","0","15","28.0320871","53.5313115"
"3/21/2020","Bhutan","2","0","0","90.401895","27.4110619"
"3/21/2020","Bahamas","4","0","0","#N/A","#N/A"
"3/21/2020","Brasil","1021","15","2","#N/A","#N/A"
"3/21/2020","Bolivia","19","0","0","-64.6853892","-16.7081454"
"3/21/2020","Brunei Darussalam","83","0","2","#N/A","#N/A"
"3/21/2020","Benin","2","0","0","2.3278453","9.6417533"
"3/21/2020","Saint BarthÃ©lemy","3","0","0","#N/A","#N/A"
"3/21/2020","Bahrain","305","1","125","50.5419776","26.0420085"
"3/21/2020","Burkina Faso","64","2","5","-1.7545684","12.2695368"
"3/21/2020","Bulgaria","163","3","3","25.2155233","42.7688999"
"3/21/2020","Bangladesh","25","2","3","90.2381279","23.8673041"
"3/21/2020","Belgium","2815","67","263","4.6406457","50.6398144"
"3/21/2020","Bosnia and Herzegovina","93","1","2","17.7687659","44.1744991"
"3/21/2020","Barbados","6","0","0","-59.559802","13.1814537"
"3/21/2020","Azerbaijan","53","1","11","47.5459965","40.2882767"
"3/21/2020","Australia","1071","7","26","134.4909988","-25.7328874"
"3/21/2020","Austria","2814","8","9","14.1264781","47.5854985"
"3/21/2020","Argentina","158","4","3","-65.1798088","-35.3813535"
"3/21/2020","Angola","2","0","0","17.5373615","-12.2933611"
"3/21/2020","Albania","76","2","2","20.0498303","41.1424513"
"3/21/2020","Armenia","160","0","1","44.9299343","40.2895221"
"3/21/2020","Antigua and Barbuda","1","0","0","-61.7946956","17.2775426"
"3/21/2020","Afghanistan","24","0","1","66.0047311","33.8352322"
"3/21/2020","Andorra","88","0","1","1.5605337","42.5422917"
"3/21/2020","United Arab Emirates","153","2","38","54.3001574","23.9052718"
"3/20/2020","United Arab Emirates","140","2","31","54.3001574","23.9052718"
"3/20/2020","Andorra","75","0","1","1.5605337","42.5422917"
"3/20/2020","Afghanistan","24","0","1","66.0047311","33.8352322"
"3/20/2020","Antigua and Barbuda","1","0","0","-61.7946956","17.2775426"
"3/20/2020","Armenia","136","0","1","44.9299343","40.2895221"
"3/20/2020","Albania","70","2","0","20.0498303","41.1424513"
"3/20/2020","Angola","1","0","0","17.5373615","-12.2933611"
"3/20/2020","Argentina","128","3","3","-65.1798088","-35.3813535"
"3/20/2020","Austria","2388","6","9","14.1264781","47.5854985"
"3/20/2020","Australia","791","7","26","134.4909988","-25.7328874"
"3/20/2020","Azerbaijan","44","1","6","47.5459965","40.2882767"
"3/20/2020","Barbados","5","0","0","-59.559802","13.1814537"
"3/20/2020","Bosnia and Herzegovina","89","0","2","17.7687659","44.1744991"
"3/20/2020","Belgium","2257","37","1","4.6406457","50.6398144"
"3/20/2020","Bangladesh","20","1","3","90.2381279","23.8673041"
"3/20/2020","Bulgaria","127","3","0","25.2155233","42.7688999"
"3/20/2020","Burkina Faso","40","1","0","-1.7545684","12.2695368"
"3/20/2020","Bahrain","285","1","100","50.5419776","26.0420085"
"3/20/2020","Saint BarthÃ©lemy","3","0","0","#N/A","#N/A"
"3/20/2020","Benin","2","0","0","2.3278453","9.6417533"
"3/20/2020","Brunei Darussalam","78","0","1","#N/A","#N/A"
"3/20/2020","Bolivia","15","0","0","-64.6853892","-16.7081454"
"3/20/2020","Brasil","793","11","2","#N/A","#N/A"
"3/20/2020","Bahamas","3","0","0","#N/A","#N/A"
"3/20/2020","Bhutan","2","0","0","90.401895","27.4110619"
"3/20/2020","Belarus","69","0","5","28.0320871","53.5313115"
"3/20/2020","Canada","943","12","9","-98.3077572","61.3620683"
"3/20/2020","Democratic Republic of the Congo","18","0","0","23.6439564","-2.8774601"
"3/20/2020","Central African Republic","3","0","0","20.4682636","6.56823"
"3/20/2020","Republic of the Congo","3","0","0","15.2196572","-0.8378817"
"3/20/2020","Ivory Coast","9","0","1","-5.569216","7.6284287"
"3/20/2020","Suiss","5294","54","15","#N/A","#N/A"
"3/20/2020","Chile","434","0","6","-71.3825588","-37.7306975"
"3/20/2020","Cameroon","20","0","0","12.7396427","5.691103"
"3/20/2020","Colombia","128","0","1","-73.0811494","3.9138316"
"3/20/2020","China","80977","3249","71158","103.8190738","36.561768"
"3/20/2020","Cuba","16","1","0","-79.0160691","21.6229002"
"3/20/2020","Costa Rica","89","1","0","-84.1920879","9.9763424"
"3/20/2020","Cape Verde","1","0","0","-23.9599097","15.9551882"
"3/20/2020","Cyprus","67","0","0","33.0060036","34.9166693"
"3/20/2020","Czech Republic","833","0","4","15.3124007","49.7334107"
"3/20/2020","Germany","19848","67","180","10.3857769","51.106979"
"3/20/2020","Djibouti","1","0","0","42.5606768","11.7487205"
"3/20/2020","Denemark","1257","9","1","#N/A","#N/A"
"3/20/2020","Algeria","90","11","32","2.617321","28.1589384"
"3/20/2020","Dominican Republic","72","2","0","-70.5056909","18.8943308"
"3/20/2020","Ecuador","367","5","0","-78.7520357","-1.4238195"
"3/20/2020","Estonia","283","0","1","25.5424855","58.6719242"
"3/20/2020","Egypt","285","8","39","29.8618993","26.4959311"
"3/20/2020","Spain","20410","1043","1588","-3.6475487","40.2444863"
"3/20/2020","Ethiopia","9","0","0","39.6008014","8.6227842"
"3/20/2020","Finland","450","0","10","26.2746702","64.4988484"
"3/20/2020","France","12625","450","12","2.5361847","46.1870058"
"3/20/2020","ÃŽles FÃ©roÃ©","80","0","0","#N/A","#N/A"
"3/20/2020","Fiji","1","0","0","165.4505548","-17.4285609"
"3/20/2020","United kingdom","4004","178","65","-2.8656336","54.1238716"
"3/20/2020","Gabon","3","1","0","11.7886301","-0.5866033"
"3/20/2020","Georgia","43","0","1","43.50779","42.1685594"
"3/20/2020","Guernsey","0","0","0","-2.5724016","49.4680986"
"3/20/2020","Ghana","16","0","0","-1.216769","7.9534512"
"3/20/2020","Guyane FranÃ§aise","15","0","0","#N/A","#N/A"
"3/20/2020","Groenland","0","0","0","#N/A","#N/A"
"3/20/2020","Gambia","1","0","0","-15.3960181","13.4496538"
"3/20/2020","Gibraltar","10","0","2","#N/A","#N/A"
"3/20/2020","Guinea","1","0","0","-10.9406638","10.4362159"
"3/20/2020","Guadeloupe","45","0","0","#N/A","#N/A"
"3/20/2020","Equatorial Guinea","6","0","0","10.341389","1.7055404"
"3/20/2020","Greece","495","6","19","22.9555621","39.0746697"
"3/20/2020","Guam","0","0","0","144.7679224","13.4416655"
"3/20/2020","Guatemala","12","1","0","-90.3648229","15.6940416"
"3/20/2020","Hong-Kong","256","4","98","#N/A","#N/A"
"3/20/2020","Guyana","7","1","0","-58.982026","4.7937805"
"3/20/2020","Croatia","128","1","5","16.4041308","45.0804728"
"3/20/2020","Honduras","24","0","0","-86.6151685","14.8268823"
"3/20/2020","Hungary","85","3","2","19.3955938","47.1627771"
"3/20/2020","Haiti","2","0","0","-72.6852736","18.9350096"
"3/20/2020","Irland","683","3","5","#N/A","#N/A"
"3/20/2020","Indonesia","369","32","15","117.2400976","-2.2150502"
"3/20/2020","Israel","705","0","14","35.00445","31.4611019"
"3/20/2020","India","244","5","20","79.6119736","22.8857804"
"3/20/2020","Iraq","208","17","49","43.743532","33.0397051"
"3/20/2020","Iceland","409","0","5","-18.5739709","64.9957526"
"3/20/2020","Iran","19644","1433","6745","54.2740707","32.5750329"
"3/20/2020","Italiy","47021","4032","4440","#N/A","#N/A"
"3/20/2020","Jersey","0","0","0","-2.1268765","49.2183749"
"3/20/2020","Jordan","85","0","1","36.7713725","31.2457939"
"3/20/2020","Jamaica","16","1","2","-77.3148256","18.1569548"
"3/20/2020","Kenya","7","0","0","37.7959444","0.5998746"
"3/20/2020","Japan","963","33","191","138.0308921","37.5923006"
"3/20/2020","Cambodia","51","0","1","104.9069431","12.7200493"
"3/20/2020","Kyrgyzstan","6","0","0","74.5416555","41.4622179"
"3/20/2020","South Korea","8652","94","1540","127.8391693","36.3852463"
"3/20/2020","kuwait","159","0","18","47.5869936","29.3343168"
"3/20/2020","Kazakhstan","49","3","0","67.2914966","48.1568795"
"3/20/2020","Lebanon","163","4","4","35.8801633","33.9230699"
"3/20/2020","Sainte Lucia","2","0","0","#N/A","#N/A"
"3/20/2020","Liechtenstein","28","0","0","9.5357359","47.1366545"
"3/20/2020","Sri Lanka","73","0","3","80.7010779","7.6126631"
"3/20/2020","Liberia","2","0","0","-9.3220778","6.4527827"
"3/20/2020","Lithuania","49","0","1","23.8872004","55.3261108"
"3/20/2020","Luxembourg","484","4","0","6.0718268","49.7672469"
"3/20/2020","Latvia","111","0","1","24.9123704","56.8508531"
"3/20/2020","Morocco","77","3","1","-8.4561605","29.8376279"
"3/20/2020","Monaco","11","0","0","7.4062805","43.7527611"
"3/20/2020","Moldova","66","1","1","28.4567374","47.1949932"
"3/20/2020","Montenegro","14","0","0","19.2388382","42.7889115"
"3/20/2020","Madagascar","3","0","0","46.7047375","-19.371896"
"3/20/2020","Saint Martin","4","0","0","-63.0597162","18.0888933"
"3/20/2020","Macedonia","67","0","1","21.6821134","41.5953106"
"3/20/2020","Mongolia","6","0","0","103.0529965","46.8268143"
"3/20/2020","Macao","17","0","10","#N/A","#N/A"
"3/20/2020","Martinique","32","1","0","#N/A","#N/A"
"3/20/2020","Mauritania","2","0","0","-10.3477974","20.2573693"
"3/20/2020","Malta","64","0","2","14.4052204","35.9215132"
"3/20/2020","Mauritius","12","0","0","57.5712076","-20.2777156"
"3/20/2020","Maldives","13","0","0","73.4571108","3.7285473"
"3/20/2020","Mexico","164","1","4","-102.5234504","23.9475393"
"3/20/2020","Malaysia","1030","3","87","109.6976155","3.7898726"
"3/20/2020","Namibia","3","0","0","17.2096277","-22.1303079"
"3/20/2020","Nigeria","12","0","1","8.0894424","9.5941181"
"3/20/2020","Niger","1","0","0","9.3854645","17.419126"
"3/20/2020","Nicaragua","1","0","0","-85.0305289","12.8470963"
"3/20/2020","Netherlands","3003","107","2","5.2814735","52.100808"
"3/20/2020","Norway","1914","7","1","15.3483297","68.7501441"
"3/20/2020","Nepal","1","0","1","83.9158367","28.2489136"
"3/20/2020","New Zealand","39","0","0","171.4849539","-41.8111283"
"3/20/2020","Panama","137","1","0","-80.1191515","8.5175119"
"3/20/2020","Oman","48","0","12","56.0916597","20.6051541"
"3/20/2020","Peru","234","3","1","-74.3824289","-9.1528028"
"3/20/2020","Papouasie-Nouvelle-Guinea","1","0","0","#N/A","#N/A"
"3/20/2020","Philippines","230","18","8","122.8839215","11.7753974"
"3/20/2020","Poland","425","5","1","19.3901184","52.1275954"
"3/20/2020","Pakistan","501","3","13","69.3395803","29.9497522"
"3/20/2020","Porto Rico","0","0","0","#N/A","#N/A"
"3/20/2020","Portugal","1020","6","5","-8.5010551","39.5955025"
"3/20/2020","Paraguay","13","0","0","-58.4001408","-23.228239"
"3/20/2020","Qatar","470","0","10","51.1847851","25.3060094"
"3/20/2020","Romania","308","0","25","24.9729329","45.8524294"
"3/20/2020","RÃ©union","28","0","0","#N/A","#N/A"
"3/20/2020","Republic of Serbia","135","1","1","20.7895812","44.2215031"
"3/20/2020","Russia","253","1","9","96.6865735","61.9805217"
"3/20/2020","Rwanda","17","0","0","29.9198911","-1.990332"
"3/20/2020","Seychelles","7","0","0","55.47602","-4.6609782"
"3/20/2020","Saudi Arabia","344","0","8","44.5368704","24.1224547"
"3/20/2020","Sweden","1639","16","16","16.7437122","62.7923202"
"3/20/2020","Sudan","2","1","0","29.9404723","15.9903543"
"3/20/2020","Slovenia","341","1","0","14.8044464","46.1155544"
"3/20/2020","Singapore","385","0","124","103.8172532","1.3587707"
"3/20/2020","Slovakia","137","1","0","19.4790521","48.7054718"
"3/20/2020","San Marino","144","14","4","12.4592303","43.9418694"
"3/20/2020","Senegal","38","0","2","-14.473489","14.3662438"
"3/20/2020","Somalia","1","0","0","45.7071624","4.7506519"
"3/20/2020","Suriname","4","0","0","-55.9123483","4.1305538"
"3/20/2020","El Salvador","1","0","0","-88.8716446","13.7394401"
"3/20/2020","Eswatini","1","0","0","#N/A","#N/A"
"3/20/2020","Tchad","1","0","0","#N/A","#N/A"
"3/20/2020","Togo","9","0","1","0.9623212","8.525298"
"3/20/2020","Thailand","322","1","42","101.0028835","15.1181635"
"3/20/2020","Tunisia","54","1","0","9.5528829","34.1195666"
"3/20/2020","Turkey","359","4","0","35.1689553","39.0616034"
"3/20/2020","Trinidad and Tobago","9","0","0","-61.265658","10.4573576"
"3/20/2020","Taiwan","135","2","26","120.9542726","23.7540034"
"3/20/2020","Tanzania","6","0","0","#N/A","#N/A"
"3/20/2020","Ukraine","29","3","0","31.3832579","48.9965678"
"3/20/2020","Unites States Of America","19101","244","147","#N/A","#N/A"
"3/20/2020","Uruguay","94","0","0","-56.018068","-32.7995198"
"3/20/2020","Uzbekistan","33","0","0","63.140018","41.7555408"
"3/20/2020","Vatican","1","0","0","12.4338626","41.901741"
"3/20/2020","Saint Vincent and the Grenadines","1","0","0","-61.2012944","13.2247184"
"3/20/2020","Vietnam","91","0","16","106.2991386","16.6460145"
"3/20/2020","Venezuela","42","0","0","-66.1818409","7.124224"
"3/20/2020","Kosovo","2","0","0","20.8724961","42.5707842"
"3/20/2020","South Africa","202","0","0","25.0838838","-29.0003377"
"3/20/2020","Mayotte","6","0","0","#N/A","#N/A"
"3/20/2020","Autres","712","7","325","#N/A","#N/A"
"3/20/2020","Zambia","2","0","0","27.7747508","-13.4582454"
"3/20/2020","Zimbabwe","1","0","0","29.8514503","-19.0042059"
"3/19/2020","Zambia","2","0","0","27.7747508","-13.4582454"
"3/19/2020","Autres","712","7","325","#N/A","#N/A"
"3/19/2020","Mayotte","3","0","0","#N/A","#N/A"
"3/19/2020","South Africa","150","0","0","25.0838838","-29.0003377"
"3/19/2020","Kosovo","2","0","0","20.8724961","42.5707842"
"3/19/2020","Venezuela","42","0","0","-66.1818409","7.124224"
"3/19/2020","Vietnam","85","0","16","106.2991386","16.6460145"
"3/19/2020","Saint Vincent and the Grenadines","1","0","0","-61.2012944","13.2247184"
"3/19/2020","Vatican","1","0","0","12.4338626","41.901741"
"3/19/2020","Uzbekistan","23","0","0","63.140018","41.7555408"
"3/19/2020","Uruguay","79","0","0","-56.018068","-32.7995198"
"3/19/2020","Unites States Of America","13680","200","108","#N/A","#N/A"
"3/19/2020","Ukraine","16","2","0","31.3832579","48.9965678"
"3/19/2020","Tanzania","6","0","0","#N/A","#N/A"
"3/19/2020","Taiwan","108","1","26","120.9542726","23.7540034"
"3/19/2020","Trinidad and Tobago","9","0","0","-61.265658","10.4573576"
"3/19/2020","Turkey","192","3","0","35.1689553","39.0616034"
"3/19/2020","Tunisia","39","1","0","9.5528829","34.1195666"
"3/19/2020","Thailand","272","1","42","101.0028835","15.1181635"
"3/19/2020","Togo","1","0","0","0.9623212","8.525298"
"3/19/2020","Tchad","1","0","0","#N/A","#N/A"
"3/19/2020","Eswatini","1","0","0","#N/A","#N/A"
"3/19/2020","El Salvador","1","0","0","-88.8716446","13.7394401"
"3/19/2020","Suriname","1","0","0","-55.9123483","4.1305538"
"3/19/2020","Somalia","1","0","0","45.7071624","4.7506519"
"3/19/2020","Senegal","31","0","2","-14.473489","14.3662438"
"3/19/2020","San Marino","119","11","4","12.4592303","43.9418694"
"3/19/2020","Slovakia","123","1","0","19.4790521","48.7054718"
"3/19/2020","Singapore","345","0","114","103.8172532","1.3587707"
"3/19/2020","Slovenia","286","1","0","14.8044464","46.1155544"
"3/19/2020","Sudan","2","1","0","29.9404723","15.9903543"
"3/19/2020","Sweden","1439","11","16","16.7437122","62.7923202"
"3/19/2020","Saudi Arabia","274","0","6","44.5368704","24.1224547"
"3/19/2020","Seychelles","6","0","0","55.47602","-4.6609782"
"3/19/2020","Rwanda","8","0","0","29.9198911","-1.990332"
"3/19/2020","Russia","199","1","9","96.6865735","61.9805217"
"3/19/2020","Republic of Serbia","103","0","1","20.7895812","44.2215031"
"3/19/2020","RÃ©union","14","0","0","#N/A","#N/A"
"3/19/2020","Romania","277","0","25","24.9729329","45.8524294"
"3/19/2020","Qatar","460","0","4","51.1847851","25.3060094"
"3/19/2020","Paraguay","11","0","0","-58.4001408","-23.228239"
"3/19/2020","Portugal","785","3","3","-8.5010551","39.5955025"
"3/19/2020","Porto Rico","0","0","0","#N/A","#N/A"
"3/19/2020","Pakistan","454","2","13","69.3395803","29.9497522"
"3/19/2020","Poland","355","5","1","19.3901184","52.1275954"
"3/19/2020","Philippines","217","17","8","122.8839215","11.7753974"
"3/19/2020","Peru","234","0","1","-74.3824289","-9.1528028"
"3/19/2020","Oman","48","0","12","56.0916597","20.6051541"
"3/19/2020","Panama","109","1","0","-80.1191515","8.5175119"
"3/19/2020","New Zealand","28","0","0","171.4849539","-41.8111283"
"3/19/2020","Nepal","1","0","1","83.9158367","28.2489136"
"3/19/2020","Norway","1746","7","1","15.3483297","68.7501441"
"3/19/2020","Netherlands","2465","77","2","5.2814735","52.100808"
"3/19/2020","Nicaragua","1","0","0","-85.0305289","12.8470963"
"3/19/2020","Nigeria","8","0","1","8.0894424","9.5941181"
"3/19/2020","Namibia","3","0","0","17.2096277","-22.1303079"
"3/19/2020","Malaysia","900","2","75","109.6976155","3.7898726"
"3/19/2020","Mexico","118","1","4","-102.5234504","23.9475393"
"3/19/2020","Maldives","13","0","0","73.4571108","3.7285473"
"3/19/2020","Mauritius","3","0","0","57.5712076","-20.2777156"
"3/19/2020","Malta","53","0","2","14.4052204","35.9215132"
"3/19/2020","Mauritania","2","0","0","-10.3477974","20.2573693"
"3/19/2020","Martinique","23","1","0","#N/A","#N/A"
"3/19/2020","Macao","17","0","10","#N/A","#N/A"
"3/19/2020","Mongolia","6","0","0","103.0529965","46.8268143"
"3/19/2020","Macedonia","48","0","1","21.6821134","41.5953106"
"3/19/2020","Saint Martin","4","0","0","-63.0597162","18.0888933"
"3/19/2020","Montenegro","3","0","0","19.2388382","42.7889115"
"3/19/2020","Moldova","49","1","1","28.4567374","47.1949932"
"3/19/2020","Monaco","7","0","0","7.4062805","43.7527611"
"3/19/2020","Morocco","63","2","1","-8.4561605","29.8376279"
"3/19/2020","Latvia","86","0","1","24.9123704","56.8508531"
"3/19/2020","Luxembourg","335","4","0","6.0718268","49.7672469"
"3/19/2020","Lithuania","36","0","1","23.8872004","55.3261108"
"3/19/2020","Liberia","2","0","0","-9.3220778","6.4527827"
"3/19/2020","Sri Lanka","60","0","3","80.7010779","7.6126631"
"3/19/2020","Liechtenstein","28","0","0","9.5357359","47.1366545"
"3/19/2020","Sainte Lucia","2","0","0","#N/A","#N/A"
"3/19/2020","Lebanon","157","4","4","35.8801633","33.9230699"
"3/19/2020","Kazakhstan","44","0","0","67.2914966","48.1568795"
"3/19/2020","kuwait","148","0","18","47.5869936","29.3343168"
"3/19/2020","South Korea","8565","91","1540","127.8391693","36.3852463"
"3/19/2020","Kyrgyzstan","3","0","0","74.5416555","41.4622179"
"3/19/2020","Cambodia","37","0","1","104.9069431","12.7200493"
"3/19/2020","Japan","924","29","150","138.0308921","37.5923006"
"3/19/2020","Kenya","7","0","0","37.7959444","0.5998746"
"3/19/2020","Jamaica","15","1","2","-77.3148256","18.1569548"
"3/19/2020","Jordan","69","0","1","36.7713725","31.2457939"
"3/19/2020","Jersey","0","0","0","-2.1268765","49.2183749"
"3/19/2020","Italiy","41035","3405","4440","#N/A","#N/A"
"3/19/2020","Iran","18407","1284","5710","54.2740707","32.5750329"
"3/19/2020","Iceland","330","1","5","-18.5739709","64.9957526"
"3/19/2020","Iraq","192","13","43","43.743532","33.0397051"
"3/19/2020","India","194","4","15","79.6119736","22.8857804"
"3/19/2020","Israel","677","0","11","35.00445","31.4611019"
"3/19/2020","Indonesia","311","25","11","117.2400976","-2.2150502"
"3/19/2020","Irland","557","3","5","#N/A","#N/A"
"3/19/2020","Hungary","73","1","2","19.3955938","47.1627771"
"3/19/2020","Honduras","12","0","0","-86.6151685","14.8268823"
"3/19/2020","Croatia","105","1","5","16.4041308","45.0804728"
"3/19/2020","Guyana","7","1","0","-58.982026","4.7937805"
"3/19/2020","Hong-Kong","208","4","95","#N/A","#N/A"
"3/19/2020","Guatemala","9","1","0","-90.3648229","15.6940416"
"3/19/2020","Guam","0","0","0","144.7679224","13.4416655"
"3/19/2020","Greece","418","6","8","22.9555621","39.0746697"
"3/19/2020","Equatorial Guinea","6","0","0","10.341389","1.7055404"
"3/19/2020","Guadeloupe","33","0","0","#N/A","#N/A"
"3/19/2020","Guinea","1","0","0","-10.9406638","10.4362159"
"3/19/2020","Gibraltar","10","0","2","#N/A","#N/A"
"3/19/2020","Gambia","1","0","0","-15.3960181","13.4496538"
"3/19/2020","Groenland","0","0","0","#N/A","#N/A"
"3/19/2020","Guyane FranÃ§aise","11","0","0","#N/A","#N/A"
"3/19/2020","Ghana","11","0","0","-1.216769","7.9534512"
"3/19/2020","Guernsey","0","0","0","-2.5724016","49.4680986"
"3/19/2020","Georgia","40","0","1","43.50779","42.1685594"
"3/19/2020","Gabon","1","0","0","11.7886301","-0.5866033"
"3/19/2020","United kingdom","2706","138","65","-2.8656336","54.1238716"
"3/19/2020","Fiji","1","0","0","165.4505548","-17.4285609"
"3/19/2020","ÃŽles FÃ©roÃ©","72","0","0","#N/A","#N/A"
"3/19/2020","France","10995","372","12","2.5361847","46.1870058"
"3/19/2020","Finland","400","0","10","26.2746702","64.4988484"
"3/19/2020","Ethiopia","6","0","0","39.6008014","8.6227842"
"3/19/2020","Spain","17963","830","1107","-3.6475487","40.2444863"
"3/19/2020","Egypt","256","6","32","29.8618993","26.4959311"
"3/19/2020","Estonia","267","0","1","25.5424855","58.6719242"
"3/19/2020","Ecuador","199","3","0","-78.7520357","-1.4238195"
"3/19/2020","Dominican Republic","34","2","0","-70.5056909","18.8943308"
"3/19/2020","Algeria","87","9","32","2.617321","28.1589384"
"3/19/2020","Denemark","1153","6","1","#N/A","#N/A"
"3/19/2020","Djibouti","1","0","0","42.5606768","11.7487205"
"3/19/2020","Germany","15320","44","113","10.3857769","51.106979"
"3/19/2020","Czech Republic","694","0","3","15.3124007","49.7334107"
"3/19/2020","Cyprus","67","0","0","33.0060036","34.9166693"
"3/19/2020","Costa Rica","69","1","0","-84.1920879","9.9763424"
"3/19/2020","Cuba","11","1","0","-79.0160691","21.6229002"
"3/19/2020","China","80931","3245","70430","103.8190738","36.561768"
"3/19/2020","Colombia","102","0","1","-73.0811494","3.9138316"
"3/19/2020","Cameroon","13","0","0","12.7396427","5.691103"
"3/19/2020","Chile","238","0","0","-71.3825588","-37.7306975"
"3/19/2020","Suiss","4075","41","15","#N/A","#N/A"
"3/19/2020","Ivory Coast","9","0","1","-5.569216","7.6284287"
"3/19/2020","Republic of the Congo","3","0","0","15.2196572","-0.8378817"
"3/19/2020","Central African Republic","1","0","0","20.4682636","6.56823"
"3/19/2020","Democratic Republic of the Congo","14","0","0","23.6439564","-2.8774601"
"3/19/2020","Canada","800","9","9","-98.3077572","61.3620683"
"3/19/2020","Belarus","51","0","5","28.0320871","53.5313115"
"3/19/2020","Bhutan","1","0","0","90.401895","27.4110619"
"3/19/2020","Bahamas","3","0","0","#N/A","#N/A"
"3/19/2020","Brasil","621","6","2","#N/A","#N/A"
"3/19/2020","Bolivia","12","0","0","-64.6853892","-16.7081454"
"3/19/2020","Brunei Darussalam","75","0","0","#N/A","#N/A"
"3/19/2020","Benin","2","0","0","2.3278453","9.6417533"
"3/19/2020","Saint BarthÃ©lemy","3","0","0","#N/A","#N/A"
"3/19/2020","Bahrain","278","1","100","50.5419776","26.0420085"
"3/19/2020","Burkina Faso","33","1","0","-1.7545684","12.2695368"
"3/19/2020","Bulgaria","94","3","0","25.2155233","42.7688999"
"3/19/2020","Bangladesh","17","1","3","90.2381279","23.8673041"
"3/19/2020","Belgium","1795","21","31","4.6406457","50.6398144"
"3/19/2020","Bosnia and Herzegovina","63","0","2","17.7687659","44.1744991"
"3/19/2020","Barbados","5","0","0","-59.559802","13.1814537"
"3/19/2020","Azerbaijan","44","1","6","47.5459965","40.2882767"
"3/19/2020","Australia","681","6","26","134.4909988","-25.7328874"
"3/19/2020","Aruba","4","0","0","-69.9826747","12.5208888"
"3/19/2020","Austria","2013","6","9","14.1264781","47.5854985"
"3/19/2020","Argentina","97","3","3","-65.1798088","-35.3813535"
"3/19/2020","Albania","64","2","0","20.0498303","41.1424513"
"3/19/2020","Armenia","115","0","1","44.9299343","40.2895221"
"3/19/2020","Antigua and Barbuda","1","0","0","-61.7946956","17.2775426"
"3/19/2020","Afghanistan","22","0","1","66.0047311","33.8352322"
"3/19/2020","Andorra","53","0","1","1.5605337","42.5422917"
"3/19/2020","United Arab Emirates","140","0","31","54.3001574","23.9052718"
"3/18/2020","United Arab Emirates","113","0","26","54.3001574","23.9052718"
"3/18/2020","Andorra","39","0","1","1.5605337","42.5422917"
"3/18/2020","Afghanistan","22","0","1","66.0047311","33.8352322"
"3/18/2020","Antigua and Barbuda","1","0","0","-61.7946956","17.2775426"
"3/18/2020","Armenia","84","0","1","44.9299343","40.2895221"
"3/18/2020","Albania","59","2","0","20.0498303","41.1424513"
"3/18/2020","Argentina","79","2","3","-65.1798088","-35.3813535"
"3/18/2020","Austria","1646","4","9","14.1264781","47.5854985"
"3/18/2020","Australia","568","6","23","134.4909988","-25.7328874"
"3/18/2020","Aruba","4","0","0","-69.9826747","12.5208888"
"3/18/2020","Azerbaijan","28","1","6","47.5459965","40.2882767"
"3/18/2020","Barbados","2","0","0","-59.559802","13.1814537"
"3/18/2020","Bosnia and Herzegovina","38","0","2","17.7687659","44.1744991"
"3/18/2020","Belgium","1486","14","31","4.6406457","50.6398144"
"3/18/2020","Bangladesh","14","1","3","90.2381279","23.8673041"
"3/18/2020","Bulgaria","92","2","0","25.2155233","42.7688999"
"3/18/2020","Burkina Faso","20","1","0","-1.7545684","12.2695368"
"3/18/2020","Bahrain","256","1","88","50.5419776","26.0420085"
"3/18/2020","Saint BarthÃ©lemy","3","0","0","#N/A","#N/A"
"3/18/2020","Benin","2","0","0","2.3278453","9.6417533"
"3/18/2020","Brunei Darussalam","68","0","0","#N/A","#N/A"
"3/18/2020","Bolivia","12","0","0","-64.6853892","-16.7081454"
"3/18/2020","Brasil","372","3","2","#N/A","#N/A"
"3/18/2020","Bahamas","1","0","0","#N/A","#N/A"
"3/18/2020","Bhutan","1","0","0","90.401895","27.4110619"
"3/18/2020","Belarus","51","0","5","28.0320871","53.5313115"
"3/18/2020","Canada","657","8","9","-98.3077572","61.3620683"
"3/18/2020","Democratic Republic of the Congo","4","0","0","23.6439564","-2.8774601"
"3/18/2020","Central African Republic","1","0","0","20.4682636","6.56823"
"3/18/2020","Republic of the Congo","1","0","0","15.2196572","-0.8378817"
"3/18/2020","Ivory Coast","6","0","1","-5.569216","7.6284287"
