"Date","Pays","Infections","Deces","Guerisons","TauxDeces","TauxGuerison","TauxInfection","long","lat"
"3/27/2020","Slovakia","269","0","2","0","0.74","99.26","19.4790521","48.7054718"
"3/27/2020","Singapore","732","2","183","0.27","25","74.73","103.8172532","1.3587707"
"3/27/2020","Slovenia","632","9","10","1.42","1.58","96.99","14.8044464","46.1155544"
"3/27/2020","Sudan","3","1","0","33.33","0","66.67","29.9404723","15.9903543"
"3/27/2020","Sweden","3069","105","16","3.42","0.52","96.06","16.7437122","62.7923202"
"3/27/2020","Saudi Arabia","1104","3","35","0.27","3.17","96.56","44.5368704","24.1224547"
"3/27/2020","Seychelles","7","0","0","0","0","100","55.47602","-4.6609782"
"3/27/2020","Rwanda","54","0","0","0","0","100","29.9198911","-1.990332"
"3/27/2020","Russia","1036","4","45","0.39","4.34","95.27","96.6865735","61.9805217"
"3/27/2020","Republic of Serbia","457","1","0","0.22","0","99.78","20.7895812","44.2215031"
"3/27/2020","RÃ©union","145","0","1","0","0.69","99.31","#N/A","#N/A"
"3/27/2020","Romania","1292","26","115","2.01","8.9","89.09","24.9729329","45.8524294"
"3/27/2020","Qatar","562","0","43","0","7.65","92.35","51.1847851","25.3060094"
"3/27/2020","Paraguay","52","3","1","5.77","1.92","92.31","-58.4001408","-23.228239"
"3/27/2020","Portugal","4268","76","43","1.78","1.01","97.21","-8.5010551","39.5955025"
"3/27/2020","Palestine","91","1","17","1.1","18.68","80.22","#N/A","#N/A"
"3/27/2020","Pakistan","1373","11","23","0.8","1.68","97.52","69.3395803","29.9497522"
"3/27/2020","Poland","1389","16","7","1.15","0.5","98.34","19.3901184","52.1275954"
"3/27/2020","Philippines","803","54","31","6.72","3.86","89.41","122.8839215","11.7753974"
"3/27/2020","Papouasie-Nouvelle-Guinea","1","0","0","0","0","100","#N/A","#N/A"
"3/27/2020","Peru","635","11","16","1.73","2.52","95.75","-74.3824289","-9.1528028"
"3/27/2020","PolynÃ©sie FranÃ§aise","30","0","0","0","0","100","#N/A","#N/A"
"3/27/2020","Oman","131","0","23","0","17.56","82.44","56.0916597","20.6051541"
"3/27/2020","Panama","674","9","2","1.34","0.3","98.37","-80.1191515","8.5175119"
"3/27/2020","New Zealand","368","0","37","0","10.05","89.95","171.4849539","-41.8111283"
"3/27/2020","Nepal","4","0","1","0","25","75","83.9158367","28.2489136"
"3/27/2020","Norway","3755","19","6","0.51","0.16","99.33","15.3483297","68.7501441"
"3/27/2020","Netherlands","8647","547","6","6.33","0.07","93.6","5.2814735","52.100808"
"3/27/2020","Nicaragua","2","1","0","50","0","50","-85.0305289","12.8470963"
"3/27/2020","Niger","10","1","0","10","0","90","9.3854645","17.419126"
"3/27/2020","Nigeria","70","1","3","1.43","4.29","94.29","8.0894424","9.5941181"
"3/27/2020","Nouvelle-CalÃ©donie","15","0","0","0","0","100","#N/A","#N/A"
"3/27/2020","Namibia","8","0","2","0","25","75","17.2096277","-22.1303079"
"3/27/2020","Malaysia","2161","26","259","1.2","11.99","86.81","109.6976155","3.7898726"
"3/27/2020","Mozambique","7","0","0","0","0","100","35.5336735","-17.273819"
"3/27/2020","Mexico","585","8","4","1.37","0.68","97.95","-102.5234504","23.9475393"
"3/27/2020","Maldives","16","0","9","0","56.25","43.75","73.4571108","3.7285473"
"3/27/2020","Mauritius","94","2","0","2.13","0","97.87","57.5712076","-20.2777156"
"3/27/2020","Malta","139","0","2","0","1.44","98.56","14.4052204","35.9215132"
"3/27/2020","Mauritania","3","0","0","0","0","100","-10.3477974","20.2573693"
"3/27/2020","Martinique","81","1","0","1.23","0","98.77","#N/A","#N/A"
"3/27/2020","Macao","33","0","10","0","30.3","69.7","#N/A","#N/A"
"3/27/2020","Mongolia","11","0","0","0","0","100","103.0529965","46.8268143"
"3/27/2020","Birmanie","8","0","0","0","0","100","#N/A","#N/A"
"3/27/2020","Mali","11","0","0","0","0","100","-3.5426879","17.3458146"
"3/27/2020","Macedonia","219","3","3","1.37","1.37","97.26","21.6821134","41.5953106"
"3/27/2020","Saint Martin","11","0","0","0","0","100","-63.0597162","18.0888933"
"3/27/2020","Madagascar","26","0","0","0","0","100","46.7047375","-19.371896"
"3/27/2020","Montenegro","82","1","0","1.22","0","98.78","19.2388382","42.7889115"
"3/27/2020","Moldova","199","2","2","1.01","1.01","97.99","28.4567374","47.1949932"
"3/27/2020","Monaco","42","0","1","0","2.38","97.62","7.4062805","43.7527611"
"3/27/2020","Morocco","345","23","11","6.67","3.19","90.14","-8.4561605","29.8376279"
"3/27/2020","Libya","1","0","0","0","0","100","18.0086578","27.0309425"
"3/27/2020","Latvia","280","0","1","0","0.36","99.64","24.9123704","56.8508531"
"3/27/2020","Luxembourg","1605","15","40","0.93","2.49","96.57","6.0718268","49.7672469"
"3/27/2020","Lithuania","358","5","1","1.4","0.28","98.32","23.8872004","55.3261108"
"3/27/2020","Liberia","3","0","0","0","0","100","-9.3220778","6.4527827"
"3/27/2020","Sri Lanka","106","0","7","0","6.6","93.4","80.7010779","7.6126631"
"3/27/2020","Liechtenstein","56","0","0","0","0","100","9.5357359","47.1366545"
"3/27/2020","Sainte Lucia","3","0","1","0","33.33","66.67","#N/A","#N/A"
"3/27/2020","Lebanon","391","8","27","2.05","6.91","91.05","35.8801633","33.9230699"
"3/27/2020","Laos","6","0","0","0","0","100","103.7377213","18.5021797"
"3/27/2020","Kazakhstan","150","1","3","0.67","2","97.33","67.2914966","48.1568795"
"3/27/2020","kuwait","225","0","57","0","25.33","74.67","47.5869936","29.3343168"
"3/27/2020","South Korea","9332","139","4528","1.49","48.52","49.99","127.8391693","36.3852463"
"3/27/2020","Saint Kitts andNevis","2","0","0","0","0","100","#N/A","#N/A"
"3/27/2020","Kyrgyzstan","58","0","0","0","0","100","74.5416555","41.4622179"
"3/27/2020","Cambodia","99","0","11","0","11.11","88.89","104.9069431","12.7200493"
"3/27/2020","Japan","1468","49","372","3.34","25.34","71.32","138.0308921","37.5923006"
"3/27/2020","Kenya","31","1","1","3.23","3.23","93.55","37.7959444","0.5998746"
"3/27/2020","Jamaica","26","1","2","3.85","7.69","88.46","-77.3148256","18.1569548"
"3/27/2020","Jordan","235","1","18","0.43","7.66","91.91","36.7713725","31.2457939"
"3/27/2020","Italiy","86498","9134","10950","10.56","12.66","76.78","#N/A","#N/A"
"3/27/2020","Iran","32332","2378","11133","7.35","34.43","58.21","54.2740707","32.5750329"
"3/27/2020","Iceland","890","2","97","0.22","10.9","88.88","-18.5739709","64.9957526"
"3/27/2020","Iraq","458","40","122","8.73","26.64","64.63","43.743532","33.0397051"
"3/27/2020","India","887","20","73","2.25","8.23","89.52","79.6119736","22.8857804"
"3/27/2020","Israel","3035","12","79","0.4","2.6","97","35.00445","31.4611019"
"3/27/2020","Irland","2121","22","5","1.04","0.24","98.73","#N/A","#N/A"
"3/27/2020","Indonesia","1046","87","46","8.32","4.4","87.28","117.2400976","-2.2150502"
"3/27/2020","Haiti","8","0","0","0","0","100","-72.6852736","18.9350096"
"3/27/2020","Hungary","300","10","34","3.33","11.33","85.33","19.3955938","47.1627771"
"3/27/2020","Honduras","68","1","0","1.47","0","98.53","-86.6151685","14.8268823"
"3/27/2020","Croatia","586","3","37","0.51","6.31","93.17","16.4041308","45.0804728"
"3/27/2020","Guyana","5","1","0","20","0","80","-58.982026","4.7937805"
"3/27/2020","Hong-Kong","519","4","110","0.77","21.19","78.03","#N/A","#N/A"
"3/27/2020","Guinea Bissau","2","0","0","0","0","100","-14.9497294","12.0474445"
"3/27/2020","Guatemala","28","1","4","3.57","14.29","82.14","-90.3648229","15.6940416"
"3/27/2020","Greece","966","28","52","2.9","5.38","91.72","22.9555621","39.0746697"
"3/27/2020","Equatorial Guinea","12","0","0","0","0","100","10.341389","1.7055404"
"3/27/2020","Guadeloupe","73","1","0","1.37","0","98.63","#N/A","#N/A"
"3/27/2020","Guinea","8","0","0","0","0","100","-10.9406638","10.4362159"
"3/27/2020","Gibraltar","55","0","14","0","25.45","74.55","#N/A","#N/A"
"3/27/2020","Gambia","3","1","0","33.33","0","66.67","-15.3960181","13.4496538"
"3/27/2020","Guyane FranÃ§aise","28","0","6","0","21.43","78.57","#N/A","#N/A"
"3/27/2020","Ghana","137","4","2","2.92","1.46","95.62","-1.216769","7.9534512"
"3/27/2020","Georgia","83","0","14","0","16.87","83.13","43.50779","42.1685594"
"3/27/2020","Grenada","7","0","0","0","0","100","-61.6821942","12.1172555"
"3/27/2020","Gabon","7","1","0","14.29","0","85.71","11.7886301","-0.5866033"
"3/27/2020","United kingdom","14690","761","137","5.18","0.93","93.89","-2.8656336","54.1238716"
"3/27/2020","Fiji","5","0","0","0","0","100","165.4505548","-17.4285609"
"3/27/2020","ÃŽles FÃ©roÃ©","144","0","54","0","37.5","62.5","#N/A","#N/A"
"3/27/2020","France","32964","1995","5700","6.05","17.29","76.66","2.5361847","46.1870058"
"3/27/2020","Finland","1041","7","10","0.67","0.96","98.37","26.2746702","64.4988484"
"3/27/2020","Ethiopia","16","0","0","0","0","100","39.6008014","8.6227842"
"3/27/2020","Spain","65719","5138","9357","7.82","14.24","77.94","-3.6475487","40.2444863"
"3/27/2020","Eritrea","6","0","0","0","0","100","38.8461544","15.3618688"
"3/27/2020","Egypt","536","30","116","5.6","21.64","72.76","29.8618993","26.4959311"
"3/27/2020","Estonia","575","1","11","0.17","1.91","97.91","25.5424855","58.6719242"
"3/27/2020","Ecuador","1595","36","3","2.26","0.19","97.55","-78.7520357","-1.4238195"
"3/27/2020","Dominican Republic","581","20","3","3.44","0.52","96.04","-70.5056909","18.8943308"
"3/27/2020","Algeria","409","26","29","6.36","7.09","86.55","2.617321","28.1589384"
"3/27/2020","Dominica","11","0","0","0","0","100","-61.3577312","15.4394721"
"3/27/2020","Denemark","2056","52","3","2.53","0.15","97.32","#N/A","#N/A"
"3/27/2020","Djibouti","12","0","0","0","0","100","42.5606768","11.7487205"
"3/27/2020","Germany","50871","342","6658","0.67","13.09","86.24","10.3857769","51.106979"
"3/27/2020","Czech Republic","2279","9","11","0.39","0.48","99.12","15.3124007","49.7334107"
"3/27/2020","Cyprus","162","5","15","3.09","9.26","87.65","33.0060036","34.9166693"
"3/27/2020","Cape Verde","5","1","0","20","0","80","-23.9599097","15.9551882"
"3/27/2020","Costa Rica","263","2","3","0.76","1.14","98.1","-84.1920879","9.9763424"
"3/27/2020","Cuba","80","2","4","2.5","5","92.5","-79.0160691","21.6229002"
"3/27/2020","China","81345","3292","74594","4.05","91.7","4.25","103.8190738","36.561768"
"3/27/2020","Colombia","539","6","10","1.11","1.86","97.03","-73.0811494","3.9138316"
"3/27/2020","Cameroon","91","2","2","2.2","2.2","95.6","12.7396427","5.691103"
"3/27/2020","Chile","1610","5","43","0.31","2.67","97.02","-71.3825588","-37.7306975"
"3/27/2020","Suiss","12928","231","1530","1.79","11.83","86.38","#N/A","#N/A"
"3/27/2020","Ivory Coast","101","0","3","0","2.97","97.03","-5.569216","7.6284287"
"3/27/2020","Republic of the Congo","4","0","0","0","0","100","15.2196572","-0.8378817"
"3/27/2020","Central African Republic","3","0","0","0","0","100","20.4682636","6.56823"
"3/27/2020","Democratic Republic of the Congo","51","3","2","5.88","3.92","90.2","23.6439564","-2.8774601"
"3/27/2020","Canada","4682","54","256","1.15","5.47","93.38","-98.3077572","61.3620683"
"3/27/2020","Belarus","94","0","32","0","34.04","65.96","28.0320871","53.5313115"
"3/27/2020","Belize","2","0","0","0","0","100","-88.7101023","17.2002747"
"3/27/2020","Bhutan","3","0","0","0","0","100","90.401895","27.4110619"
"3/27/2020","Bahamas","10","0","1","0","10","90","#N/A","#N/A"
"3/27/2020","Brasil","3417","92","6","2.69","0.18","97.13","#N/A","#N/A"
"3/27/2020","Bolivia","61","0","0","0","0","100","-64.6853892","-16.7081454"
"3/27/2020","Brunei Darussalam","115","0","11","0","9.57","90.43","#N/A","#N/A"
"3/27/2020","Benin","6","0","0","0","0","100","2.3278453","9.6417533"
"3/27/2020","Saint BarthÃ©lemy","5","0","0","0","0","100","#N/A","#N/A"
"3/27/2020","Bahrain","466","4","227","0.86","48.71","50.43","50.5419776","26.0420085"
"3/27/2020","Burkina Faso","180","9","12","5","6.67","88.33","-1.7545684","12.2695368"
"3/27/2020","Bulgaria","293","3","9","1.02","3.07","95.9","25.2155233","42.7688999"
"3/27/2020","Bangladesh","48","5","11","10.42","22.92","66.67","90.2381279","23.8673041"
"3/27/2020","Belgium","7284","289","858","3.97","11.78","84.25","4.6406457","50.6398144"
"3/27/2020","Bosnia and Herzegovina","237","4","5","1.69","2.11","96.2","17.7687659","44.1744991"
"3/27/2020","Barbados","24","0","0","0","0","100","-59.559802","13.1814537"
"3/27/2020","Azerbaijan","165","3","15","1.82","9.09","89.09","47.5459965","40.2882767"
"3/27/2020","Australia","3143","13","194","0.41","6.17","93.41","134.4909988","-25.7328874"
"3/27/2020","Austria","7657","58","225","0.76","2.94","96.3","14.1264781","47.5854985"
"3/27/2020","Argentina","589","13","72","2.21","12.22","85.57","-65.1798088","-35.3813535"
"3/27/2020","Angola","4","0","0","0","0","100","17.5373615","-12.2933611"
"3/27/2020","Albania","186","8","31","4.3","16.67","79.03","20.0498303","41.1424513"
"3/27/2020","Armenia","329","1","28","0.3","8.51","91.19","44.9299343","40.2895221"
"3/27/2020","Antigua and Barbuda","7","0","0","0","0","100","-61.7946956","17.2775426"
"3/27/2020","Afghanistan","110","4","2","3.64","1.82","94.55","66.0047311","33.8352322"
"3/27/2020","Andorra","267","3","1","1.12","0.37","98.5","1.5605337","42.5422917"
"3/27/2020","United Arab Emirates","405","2","52","0.49","12.84","86.67","54.3001574","23.9052718"
"3/26/2020","United Arab Emirates","333","2","52","0.6","15.62","83.78","54.3001574","23.9052718"
"3/26/2020","Andorra","224","3","1","1.34","0.45","98.21","1.5605337","42.5422917"
"3/26/2020","Afghanistan","94","4","2","4.26","2.13","93.62","66.0047311","33.8352322"
"3/26/2020","Antigua and Barbuda","7","0","0","0","0","100","-61.7946956","17.2775426"
"3/26/2020","Armenia","290","1","18","0.34","6.21","93.45","44.9299343","40.2895221"
"3/26/2020","Albania","174","6","17","3.45","9.77","86.78","20.0498303","41.1424513"
"3/26/2020","Angola","4","0","0","0","0","100","17.5373615","-12.2933611"
"3/26/2020","Argentina","502","9","63","1.79","12.55","85.66","-65.1798088","-35.3813535"
"3/26/2020","Austria","6909","49","112","0.71","1.62","97.67","14.1264781","47.5854985"
"3/26/2020","Australia","2810","13","172","0.46","6.12","93.42","134.4909988","-25.7328874"
"3/26/2020","Azerbaijan","122","3","15","2.46","12.3","85.25","47.5459965","40.2882767"
"3/26/2020","Barbados","18","0","0","0","0","100","-59.559802","13.1814537"
"3/26/2020","Bosnia and Herzegovina","191","3","2","1.57","1.05","97.38","17.7687659","44.1744991"
"3/26/2020","Belgium","6235","220","675","3.53","10.83","85.65","4.6406457","50.6398144"
"3/26/2020","Bangladesh","44","5","11","11.36","25","63.64","90.2381279","23.8673041"
"3/26/2020","Bulgaria","264","3","8","1.14","3.03","95.83","25.2155233","42.7688999"
"3/26/2020","Burkina Faso","152","7","10","4.61","6.58","88.82","-1.7545684","12.2695368"
"3/26/2020","Bahrain","458","4","204","0.87","44.54","54.59","50.5419776","26.0420085"
"3/26/2020","Saint BarthÃ©lemy","3","0","0","0","0","100","#N/A","#N/A"
"3/26/2020","Benin","6","0","0","0","0","100","2.3278453","9.6417533"
"3/26/2020","Brunei Darussalam","114","0","5","0","4.39","95.61","#N/A","#N/A"
"3/26/2020","Bolivia","43","0","0","0","0","100","-64.6853892","-16.7081454"
"3/26/2020","Brasil","2985","77","6","2.58","0.2","97.22","#N/A","#N/A"
"3/26/2020","Bahamas","9","0","1","0","11.11","88.89","#N/A","#N/A"
"3/26/2020","Bhutan","2","0","0","0","0","100","90.401895","27.4110619"
"3/26/2020","Belize","2","0","0","0","0","100","-88.7101023","17.2002747"
"3/26/2020","Belarus","86","0","29","0","33.72","66.28","28.0320871","53.5313115"
"3/26/2020","Canada","4042","38","184","0.94","4.55","94.51","-98.3077572","61.3620683"
"3/26/2020","Democratic Republic of the Congo","51","3","0","5.88","0","94.12","23.6439564","-2.8774601"
"3/26/2020","Central African Republic","3","0","0","0","0","100","20.4682636","6.56823"
"3/26/2020","Republic of the Congo","4","0","0","0","0","100","15.2196572","-0.8378817"
"3/26/2020","Ivory Coast","96","0","3","0","3.13","96.88","-5.569216","7.6284287"
"3/26/2020","Suiss","11811","191","131","1.62","1.11","97.27","#N/A","#N/A"
"3/26/2020","Chile","1306","4","22","0.31","1.68","98.01","-71.3825588","-37.7306975"
"3/26/2020","Cameroon","75","1","2","1.33","2.67","96","12.7396427","5.691103"
"3/26/2020","Colombia","491","6","8","1.22","1.63","97.15","-73.0811494","3.9138316"
"3/26/2020","China","81298","3287","74055","4.04","91.09","4.87","103.8190738","36.561768"
"3/26/2020","Cuba","67","2","1","2.99","1.49","95.52","-79.0160691","21.6229002"
"3/26/2020","Costa Rica","231","2","2","0.87","0.87","98.27","-84.1920879","9.9763424"
"3/26/2020","Cape Verde","4","1","0","25","0","75","-23.9599097","15.9551882"
"3/26/2020","Cyprus","146","3","4","2.05","2.74","95.21","33.0060036","34.9166693"
"3/26/2020","Czech Republic","1925","9","10","0.47","0.52","99.01","15.3124007","49.7334107"
"3/26/2020","Germany","43938","267","5673","0.61","12.91","86.48","10.3857769","51.106979"
"3/26/2020","Djibouti","11","0","0","0","0","100","42.5606768","11.7487205"
"3/26/2020","Denemark","1883","41","3","2.18","0.16","97.66","#N/A","#N/A"
"3/26/2020","Dominica","11","0","0","0","0","100","-61.3577312","15.4394721"
"3/26/2020","Algeria","367","25","29","6.81","7.9","85.29","2.617321","28.1589384"
"3/26/2020","Dominican Republic","488","10","3","2.05","0.61","97.34","-70.5056909","18.8943308"
"3/26/2020","Ecuador","1403","34","3","2.42","0.21","97.36","-78.7520357","-1.4238195"
"3/26/2020","Estonia","538","1","8","0.19","1.49","98.33","25.5424855","58.6719242"
"3/26/2020","Egypt","495","24","102","4.85","20.61","74.55","29.8618993","26.4959311"
"3/26/2020","Eritrea","6","0","0","0","0","100","38.8461544","15.3618688"
"3/26/2020","Spain","57786","4365","7015","7.55","12.14","80.31","-3.6475487","40.2444863"
"3/26/2020","Ethiopia","12","0","0","0","0","100","39.6008014","8.6227842"
"3/26/2020","Finland","958","5","10","0.52","1.04","98.43","26.2746702","64.4988484"
"3/26/2020","France","29155","1696","4948","5.82","16.97","77.21","2.5361847","46.1870058"
"3/26/2020","ÃŽles FÃ©roÃ©","140","0","47","0","33.57","66.43","#N/A","#N/A"
"3/26/2020","Fiji","5","0","0","0","0","100","165.4505548","-17.4285609"
"3/26/2020","United kingdom","11777","580","137","4.92","1.16","93.91","-2.8656336","54.1238716"
"3/26/2020","Gabon","7","1","0","14.29","0","85.71","11.7886301","-0.5866033"
"3/26/2020","Grenada","7","0","0","0","0","100","-61.6821942","12.1172555"
"3/26/2020","Georgia","79","0","11","0","13.92","86.08","43.50779","42.1685594"
"3/26/2020","Ghana","132","4","1","3.03","0.76","96.21","-1.216769","7.9534512"
"3/26/2020","Guyane FranÃ§aise","28","0","6","0","21.43","78.57","#N/A","#N/A"
"3/26/2020","Gambia","3","1","0","33.33","0","66.67","-15.3960181","13.4496538"
"3/26/2020","Gibraltar","35","0","13","0","37.14","62.86","#N/A","#N/A"
"3/26/2020","Guinea","4","0","0","0","0","100","-10.9406638","10.4362159"
"3/26/2020","Guadeloupe","73","1","0","1.37","0","98.63","#N/A","#N/A"
"3/26/2020","Equatorial Guinea","12","0","0","0","0","100","10.341389","1.7055404"
"3/26/2020","Greece","892","26","36","2.91","4.04","93.05","22.9555621","39.0746697"
"3/26/2020","Guatemala","25","1","4","4","16","80","-90.3648229","15.6940416"
"3/26/2020","Guinea Bissau","2","0","0","0","0","100","-14.9497294","12.0474445"
"3/26/2020","Hong-Kong","453","4","110","0.88","24.28","74.83","#N/A","#N/A"
"3/26/2020","Guyana","5","1","0","20","0","80","-58.982026","4.7937805"
"3/26/2020","Croatia","495","3","22","0.61","4.44","94.95","16.4041308","45.0804728"
"3/26/2020","Honduras","52","1","0","1.92","0","98.08","-86.6151685","14.8268823"
"3/26/2020","Hungary","261","10","28","3.83","10.73","85.44","19.3955938","47.1627771"
"3/26/2020","Haiti","8","0","0","0","0","100","-72.6852736","18.9350096"
"3/26/2020","Indonesia","893","78","35","8.73","3.92","87.35","117.2400976","-2.2150502"
"3/26/2020","Irland","1819","19","5","1.04","0.27","98.68","#N/A","#N/A"
"3/26/2020","Israel","2693","8","68","0.3","2.53","97.18","35.00445","31.4611019"
"3/26/2020","India","727","20","45","2.75","6.19","91.06","79.6119736","22.8857804"
"3/26/2020","Iraq","382","36","105","9.42","27.49","63.09","43.743532","33.0397051"
"3/26/2020","Iceland","802","2","82","0.25","10.22","89.53","-18.5739709","64.9957526"
"3/26/2020","Iran","29406","2234","10457","7.6","35.56","56.84","54.2740707","32.5750329"
"3/26/2020","Italiy","80589","8215","10361","10.19","12.86","76.95","#N/A","#N/A"
"3/26/2020","Jordan","212","0","1","0","0.47","99.53","36.7713725","31.2457939"
"3/26/2020","Jamaica","26","1","2","3.85","7.69","88.46","-77.3148256","18.1569548"
"3/26/2020","Kenya","31","1","1","3.23","3.23","93.55","37.7959444","0.5998746"
"3/26/2020","Japan","1387","47","359","3.39","25.88","70.73","138.0308921","37.5923006"
"3/26/2020","Cambodia","96","0","10","0","10.42","89.58","104.9069431","12.7200493"
"3/26/2020","Kyrgyzstan","44","0","0","0","0","100","74.5416555","41.4622179"
"3/26/2020","Saint Kitts andNevis","2","0","0","0","0","100","#N/A","#N/A"
"3/26/2020","South Korea","9241","131","4144","1.42","44.84","53.74","127.8391693","36.3852463"
"3/26/2020","kuwait","208","0","49","0","23.56","76.44","47.5869936","29.3343168"
"3/26/2020","Kazakhstan","111","1","2","0.9","1.8","97.3","67.2914966","48.1568795"
"3/26/2020","Laos","6","0","0","0","0","100","103.7377213","18.5021797"
"3/26/2020","Lebanon","368","6","23","1.63","6.25","92.12","35.8801633","33.9230699"
"3/26/2020","Sainte Lucia","3","0","0","0","0","100","#N/A","#N/A"
"3/26/2020","Liechtenstein","56","0","0","0","0","100","9.5357359","47.1366545"
"3/26/2020","Sri Lanka","106","0","7","0","6.6","93.4","80.7010779","7.6126631"
"3/26/2020","Liberia","3","0","0","0","0","100","-9.3220778","6.4527827"
"3/26/2020","Lithuania","299","4","1","1.34","0.33","98.33","23.8872004","55.3261108"
"3/26/2020","Luxembourg","1453","9","6","0.62","0.41","98.97","6.0718268","49.7672469"
"3/26/2020","Latvia","244","0","1","0","0.41","99.59","24.9123704","56.8508531"
"3/26/2020","Libya","1","0","0","0","0","100","18.0086578","27.0309425"
"3/26/2020","Morocco","275","11","8","4","2.91","93.09","-8.4561605","29.8376279"
"3/26/2020","Monaco","33","0","1","0","3.03","96.97","7.4062805","43.7527611"
"3/26/2020","Moldova","177","1","2","0.56","1.13","98.31","28.4567374","47.1949932"
"3/26/2020","Montenegro","69","1","0","1.45","0","98.55","19.2388382","42.7889115"
"3/26/2020","Madagascar","23","0","0","0","0","100","46.7047375","-19.371896"
"3/26/2020","Saint Martin","11","0","0","0","0","100","-63.0597162","18.0888933"
"3/26/2020","Macedonia","201","3","3","1.49","1.49","97.01","21.6821134","41.5953106"
"3/26/2020","Mali","4","0","0","0","0","100","-3.5426879","17.3458146"
"3/26/2020","Mongolia","11","0","0","0","0","100","103.0529965","46.8268143"
"3/26/2020","Macao","31","0","10","0","32.26","67.74","#N/A","#N/A"
"3/26/2020","Martinique","66","1","0","1.52","0","98.48","#N/A","#N/A"
"3/26/2020","Mauritania","3","0","0","0","0","100","-10.3477974","20.2573693"
"3/26/2020","Malta","134","0","2","0","1.49","98.51","14.4052204","35.9215132"
"3/26/2020","Mauritius","81","2","0","2.47","0","97.53","57.5712076","-20.2777156"
"3/26/2020","Maldives","13","0","8","0","61.54","38.46","73.4571108","3.7285473"
"3/26/2020","Mexico","475","6","4","1.26","0.84","97.89","-102.5234504","23.9475393"
"3/26/2020","Mozambique","7","0","0","0","0","100","35.5336735","-17.273819"
"3/26/2020","Malaysia","2031","23","215","1.13","10.59","88.28","109.6976155","3.7898726"
"3/26/2020","Namibia","8","0","2","0","25","75","17.2096277","-22.1303079"
"3/26/2020","Nouvelle-CalÃ©donie","14","0","0","0","0","100","#N/A","#N/A"
"3/26/2020","Nigeria","65","1","2","1.54","3.08","95.38","8.0894424","9.5941181"
"3/26/2020","Niger","10","1","0","10","0","90","9.3854645","17.419126"
"3/26/2020","Nicaragua","2","0","0","0","0","100","-85.0305289","12.8470963"
"3/26/2020","Netherlands","7468","435","6","5.82","0.08","94.09","5.2814735","52.100808"
"3/26/2020","Norway","3369","14","6","0.42","0.18","99.41","15.3483297","68.7501441"
"3/26/2020","Nepal","3","0","1","0","33.33","66.67","83.9158367","28.2489136"
"3/26/2020","New Zealand","283","0","27","0","9.54","90.46","171.4849539","-41.8111283"
"3/26/2020","Panama","558","8","2","1.43","0.36","98.21","-80.1191515","8.5175119"
"3/26/2020","Oman","109","0","23","0","21.1","78.9","56.0916597","20.6051541"
"3/26/2020","PolynÃ©sie FranÃ§aise","30","0","0","0","0","100","#N/A","#N/A"
"3/26/2020","Peru","580","9","14","1.55","2.41","96.03","-74.3824289","-9.1528028"
"3/26/2020","Papouasie-Nouvelle-Guinea","1","0","0","0","0","100","#N/A","#N/A"
"3/26/2020","Philippines","707","45","28","6.36","3.96","89.67","122.8839215","11.7753974"
"3/26/2020","Poland","1221","16","7","1.31","0.57","98.12","19.3901184","52.1275954"
"3/26/2020","Pakistan","1201","9","21","0.75","1.75","97.5","69.3395803","29.9497522"
"3/26/2020","Palestine","84","1","17","1.19","20.24","78.57","#N/A","#N/A"
"3/26/2020","Portugal","3544","60","43","1.69","1.21","97.09","-8.5010551","39.5955025"
"3/26/2020","Paraguay","41","3","0","7.32","0","92.68","-58.4001408","-23.228239"
"3/26/2020","Qatar","549","0","43","0","7.83","92.17","51.1847851","25.3060094"
"3/26/2020","Romania","1029","23","94","2.24","9.14","88.63","24.9729329","45.8524294"
"3/26/2020","RÃ©union","135","0","1","0","0.74","99.26","#N/A","#N/A"
"3/26/2020","Republic of Serbia","384","1","0","0.26","0","99.74","20.7895812","44.2215031"
"3/26/2020","Russia","840","3","38","0.36","4.52","95.12","96.6865735","61.9805217"
"3/26/2020","Rwanda","50","0","0","0","0","100","29.9198911","-1.990332"
"3/26/2020","Seychelles","7","0","0","0","0","100","55.47602","-4.6609782"
"3/26/2020","Saudi Arabia","1012","3","33","0.3","3.26","96.44","44.5368704","24.1224547"
"3/26/2020","Sweden","2840","77","16","2.71","0.56","96.73","16.7437122","62.7923202"
"3/26/2020","Sudan","3","1","0","33.33","0","66.67","29.9404723","15.9903543"
"3/26/2020","Slovenia","562","6","10","1.07","1.78","97.15","14.8044464","46.1155544"
"3/26/2020","Singapore","683","2","172","0.29","25.18","74.52","103.8172532","1.3587707"
"3/26/2020","Slovakia","226","0","2","0","0.88","99.12","19.4790521","48.7054718"
"3/26/2020","San Marino","208","21","4","10.1","1.92","87.98","12.4592303","43.9418694"
"3/26/2020","Senegal","105","0","9","0","8.57","91.43","-14.473489","14.3662438"
"3/26/2020","Somalia","2","0","0","0","0","100","45.7071624","4.7506519"
"3/26/2020","Suriname","8","0","0","0","0","100","-55.9123483","4.1305538"
"3/26/2020","El Salvador","13","0","0","0","0","100","-88.8716446","13.7394401"
"3/26/2020","Syria","5","0","0","0","0","100","38.5078794","35.0254725"
"3/26/2020","Tchad","3","0","0","0","0","100","#N/A","#N/A"
"3/26/2020","Eswatini","6","0","0","0","0","100","#N/A","#N/A"
